respondent_id,age_group,region,city_tier,occupation,fashion_identity,price_sensitivity,brand_openness,online_purchase_confidence,sustainability_consciousness,purchase_frequency,preferred_shopping_channel,discovery_channel,conversion_trigger,discount_preference,owns_kurti,owns_salwar_suit,owns_palazzo,owns_indo_western,owns_night_suit,owns_bedding_set,owns_saree,owns_lehenga,fabric_preference,color_preference,monthly_income_band
ZF-0089,35-44,North_East_India,Metro,Homemaker,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Local_Retail,Instagram_Reels,First_Order_Discount,Loyalty_Cashback,0,1,1,0,1,1,1,0,Chanderi,Bright_Vibrant,40K_70K
ZF-0090,18-24,Central_India,Tier_2,Salaried_Private,Trend_First,Price_Conscious,Multi_Brand_Shopper,Very_Confident,Neutral,Every_2_3_Months,Online_Marketplace,YouTube,Free_Return_Policy,Loyalty_Cashback,1,0,1,1,1,1,1,0,Rayon_Viscose,Pastels,40K_70K
ZF-0091,55+,North_India,Metro,Homemaker,Trend_First,Balanced,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Monthly_Plus,Local_Retail,Instagram_Reels,Customer_Reviews,Buy2_Get1_Bundle,1,1,0,1,1,1,1,0,Silk_Banarasi,Jewel_Tones,40K_70K
ZF-0092,35-44,West_India,Metro,Self_Employed,Culturally_Rooted,Price_Conscious,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Every_6_Months,Local_Retail,Online_Marketplace,Friend_Wore_It,Buy2_Get1_Bundle,0,1,0,1,1,1,1,1,Georgette_Chiffon,Jewel_Tones,
ZF-0093,35-44,East_India,Tier_2,Homemaker,Deeply_Traditional,Quality_Over_Price,Multi_Brand_Shopper,Very_Confident,Neutral,Every_6_Months,Local_Retail,Instagram_Reels,First_Order_Discount,Festival_Sale,0,1,0,0,1,0,0,1,Georgette_Chiffon,Pastels,
ZF-0094,35-44,North_India,Metro,Student,Fusion_Lover,Quality_Over_Price,Loyal_But_Open,Very_Confident,Neutral,Every_2_3_Months,Social_Commerce,YouTube,Customer_Reviews,Free_Shipping,1,0,1,1,1,0,0,0,Pure_Cotton,Dark_Tones,
ZF-0095,35-44,West_India,Tier_2,Salaried_Private,Occasion_Driven,Price_Irrelevant,Very_Loyal_One_Brand,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Social_Commerce,Instagram_Reels,Real_Customer_Photos,Flat_Percent_Off,0,1,1,0,1,0,0,0,Chanderi,Pastels,40K_70K
ZF-0096,35-44,North_India,Metro,Salaried_Govt,Occasion_Driven,Balanced,Very_Loyal_One_Brand,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,Free_Return_Policy,Loyalty_Cashback,1,1,0,0,1,1,0,1,Silk_Banarasi,Jewel_Tones,70K_120K
ZF-0097,18-24,South_India,Tier_2,Student,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Very_Confident,Not_Important,Festival_Only,Social_Commerce,WhatsApp_Family,Influencer_Rec,Free_Shipping,1,0,1,0,1,0,1,0,Pure_Cotton,Jewel_Tones,
ZF-0098,45-54,South_India,Metro,Salaried_Private,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Not_Very_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,Customer_Reviews,Festival_Sale,1,1,0,1,0,0,1,0,Chanderi,Bold_Prints,70K_120K
ZF-0099,45-54,North_India,Tier_3,Salaried_Private,Deeply_Traditional,Quality_Over_Price,Very_Loyal_One_Brand,Very_Confident,Not_Important,Every_6_Months,Local_Retail,Word_of_Mouth,Customer_Reviews,Personalised_Offer,1,0,0,1,1,1,1,1,Georgette_Chiffon,Pastels,70K_120K
ZF-0100,35-44,North_India,Metro,Self_Employed,Deeply_Traditional,Balanced,Very_Loyal_One_Brand,Not_Very_Confident,Neutral,Every_2_3_Months,Local_Retail,WhatsApp_Family,COD_Available,Festival_Sale,1,1,0,0,0,1,1,1,Pure_Cotton,Bright_Vibrant,Below_20K
ZF-0101,35-44,North_India,Tier_2,Student,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Not_Very_Confident,Very_Conscious,Monthly_Plus,Online_Marketplace,Word_of_Mouth,COD_Available,Loyalty_Cashback,1,1,0,0,1,0,1,1,Pure_Cotton,Jewel_Tones,70K_120K
ZF-0102,35-44,West_India,Tier_3,Self_Employed,Comfort_First,Quality_Over_Price,Loyal_But_Open,Not_Very_Confident,Very_Conscious,Monthly_Plus,Local_Retail,Instagram_Reels,COD_Available,Flat_Percent_Off,0,1,1,0,0,0,1,1,Linen,Pastels,40K_70K
ZF-0103,45-54,North_India,Rural,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Neutral,Not_Important,Monthly_Plus,Local_Retail,Instagram_Reels,Friend_Wore_It,Free_Shipping,1,1,1,0,1,1,1,0,Chanderi,Bright_Vibrant,20K_40K
ZF-0104,25-34,North_India,Tier_3,Student,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Not_Confident_At_All,Somewhat_Conscious,Festival_Only,Online_Marketplace,Instagram_Reels,Influencer_Rec,Festival_Sale,1,0,0,0,0,0,1,1,Pure_Cotton,Jewel_Tones,Below_20K
ZF-0105,25-34,North_East_India,Metro,Salaried_Private,Fusion_Lover,Extremely_Price_Sensitive,No_Brand_Preference,Very_Confident,Not_Important,Festival_Only,Local_Retail,WhatsApp_Family,COD_Available,Festival_Sale,1,1,1,0,0,1,0,1,Linen,Bright_Vibrant,
ZF-0106,35-44,West_India,Metro,Self_Employed,Culturally_Rooted,Price_Conscious,Loyal_But_Open,Neutral,Somewhat_Conscious,Festival_Only,Mall_Store,WhatsApp_Family,Friend_Wore_It,Buy2_Get1_Bundle,1,1,1,0,0,0,1,0,Georgette_Chiffon,Jewel_Tones,20K_40K
ZF-0107,45-54,West_India,Metro,Salaried_Private,Culturally_Rooted,Quality_Over_Price,Very_Loyal_One_Brand,Neutral,Not_Important,Festival_Only,Brand_Website,Instagram_Reels,Friend_Wore_It,Personalised_Offer,1,1,1,0,0,0,1,0,Chanderi,Dark_Tones,40K_70K
ZF-0108,25-34,South_India,Tier_3,Self_Employed,Comfort_First,Extremely_Price_Sensitive,Loyal_But_Open,Not_Very_Confident,Neutral,Monthly_Plus,Online_Marketplace,Online_Marketplace,Customer_Reviews,Loyalty_Cashback,1,1,0,1,1,0,1,0,Rayon_Viscose,Bright_Vibrant,
ZF-0109,35-44,West_India,Tier_2,Salaried_Private,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Not_Confident_At_All,Not_Important,Festival_Only,Online_Marketplace,YouTube,Real_Customer_Photos,Personalised_Offer,1,0,1,1,1,0,0,1,Georgette_Chiffon,Jewel_Tones,40K_70K
ZF-0110,35-44,North_India,Tier_3,Salaried_Private,Occasion_Driven,Balanced,Loyal_But_Open,Very_Confident,Neutral,Festival_Only,Online_Marketplace,TV_Print,Free_Return_Policy,Festival_Sale,0,1,1,1,0,0,0,1,Chanderi,Neutrals,40K_70K
ZF-0111,18-24,East_India,Tier_2,Salaried_Govt,Occasion_Driven,Price_Conscious,Very_Loyal_One_Brand,Fairly_Confident,Neutral,Every_6_Months,Local_Retail,WhatsApp_Family,Free_Return_Policy,Festival_Sale,1,0,1,0,0,0,1,0,Rayon_Viscose,Bright_Vibrant,Below_20K
ZF-0112,18-24,North_India,Rural,Salaried_Govt,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_6_Months,Mall_Store,Instagram_Reels,COD_Available,Flat_Percent_Off,0,1,0,1,0,0,0,1,Rayon_Viscose,Jewel_Tones,40K_70K
ZF-0113,25-34,North_India,Tier_2,Student,Trend_First,Quality_Over_Price,Loyal_But_Open,Very_Confident,Neutral,Every_6_Months,Local_Retail,Instagram_Reels,First_Order_Discount,Buy2_Get1_Bundle,1,1,0,1,0,0,0,1,Pure_Cotton,Jewel_Tones,Below_20K
ZF-0114,55+,Central_India,Tier_3,Salaried_Govt,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Not_Confident_At_All,Somewhat_Conscious,Every_6_Months,Mall_Store,Online_Marketplace,COD_Available,Free_Shipping,1,1,0,0,0,1,0,1,Silk_Banarasi,Jewel_Tones,20K_40K
ZF-0115,18-24,South_India,Tier_3,Student,Comfort_First,Price_Conscious,Loyal_But_Open,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Social_Commerce,Online_Marketplace,COD_Available,Free_Shipping,1,1,1,0,1,1,0,0,Pure_Cotton,Neutrals,20K_40K
ZF-0116,25-34,West_India,Tier_2,Salaried_Private,Culturally_Rooted,Extremely_Price_Sensitive,Loyal_But_Open,Not_Confident_At_All,Neutral,Festival_Only,Weekly_Market,Word_of_Mouth,Friend_Wore_It,Festival_Sale,0,0,0,0,1,1,1,0,Pure_Cotton,Pastels,
ZF-0117,18-24,West_India,Tier_2,Salaried_Govt,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Very_Confident,Not_Important,Festival_Only,Brand_Website,YouTube,Friend_Wore_It,Flat_Percent_Off,1,1,1,1,1,0,0,1,Georgette_Chiffon,Jewel_Tones,70K_120K
ZF-0118,35-44,East_India,Tier_2,Salaried_Govt,Culturally_Rooted,Price_Conscious,Very_Loyal_One_Brand,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Local_Retail,Instagram_Reels,COD_Available,Flat_Percent_Off,1,1,1,0,0,0,1,1,Silk_Banarasi,Jewel_Tones,
ZF-0119,25-34,North_India,Metro,Self_Employed,Trend_First,Price_Irrelevant,Loyal_But_Open,Fairly_Confident,Somewhat_Conscious,Monthly_Plus,Social_Commerce,Instagram_Reels,Detailed_Size_Guide,Flat_Percent_Off,1,1,1,0,1,0,0,0,Rayon_Viscose,Bright_Vibrant,Above_120K
ZF-0120,35-44,North_India,Tier_2,Self_Employed,Culturally_Rooted,Price_Irrelevant,No_Brand_Preference,Fairly_Confident,Neutral,Festival_Only,Local_Retail,WhatsApp_Family,Free_Return_Policy,Festival_Sale,0,1,0,0,0,1,1,1,Silk_Banarasi,Pastels,20K_40K
ZF-0121,18-24,Central_India,Rural,Student,Fusion_Lover,Price_Conscious,No_Brand_Preference,Neutral,Neutral,Every_6_Months,Social_Commerce,YouTube,Friend_Wore_It,Festival_Sale,1,1,1,1,1,0,0,1,Pure_Cotton,Pastels,20K_40K
ZF-0122,18-24,West_India,Tier_2,Homemaker,Fusion_Lover,Price_Conscious,Loyal_But_Open,Fairly_Confident,Very_Conscious,Rarely,Online_Marketplace,WhatsApp_Family,Influencer_Rec,Flat_Percent_Off,0,0,0,0,0,0,1,1,Pure_Cotton,Pastels,70K_120K
ZF-0123,18-24,Central_India,Tier_2,Student,Trend_First,Extremely_Price_Sensitive,No_Brand_Preference,Fairly_Confident,Neutral,Every_2_3_Months,Brand_Website,WhatsApp_Family,Detailed_Size_Guide,Festival_Sale,1,1,0,0,0,1,1,1,Silk_Banarasi,Bright_Vibrant,40K_70K
ZF-0124,45-54,Central_India,Metro,Homemaker,Occasion_Driven,Balanced,Very_Loyal_One_Brand,Fairly_Confident,Not_Important,Every_2_3_Months,Online_Marketplace,TV_Print,Friend_Wore_It,Festival_Sale,1,0,1,1,0,1,1,0,Rayon_Viscose,Pastels,40K_70K
ZF-0125,55+,South_India,Metro,Salaried_Private,Fusion_Lover,Price_Irrelevant,Loyal_But_Open,Neutral,Somewhat_Conscious,Festival_Only,Online_Marketplace,YouTube,COD_Available,Festival_Sale,1,1,1,0,0,1,1,1,Silk_Banarasi,Pastels,70K_120K
ZF-0126,18-24,North_East_India,Tier_2,Salaried_Govt,Trend_First,Extremely_Price_Sensitive,Multi_Brand_Shopper,Not_Very_Confident,Not_Important,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Real_Customer_Photos,Flat_Percent_Off,1,1,0,1,1,0,1,1,Pure_Cotton,Dark_Tones,70K_120K
ZF-0127,25-34,East_India,Tier_2,Salaried_Private,Comfort_First,Balanced,Multi_Brand_Shopper,Neutral,Neutral,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Loyalty_Cashback,1,1,1,0,0,0,0,0,Pure_Cotton,Bold_Prints,70K_120K
ZF-0128,25-34,North_East_India,Tier_2,Salaried_Private,Comfort_First,Extremely_Price_Sensitive,No_Brand_Preference,Not_Very_Confident,Somewhat_Conscious,Festival_Only,Online_Marketplace,Instagram_Reels,First_Order_Discount,Festival_Sale,1,0,1,0,1,1,0,0,Chanderi,Bold_Prints,40K_70K
ZF-0129,18-24,North_India,Tier_2,Salaried_Private,Fusion_Lover,Balanced,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Every_6_Months,Online_Marketplace,Word_of_Mouth,Influencer_Rec,Loyalty_Cashback,0,1,1,0,1,1,0,0,Pure_Cotton,Bold_Prints,40K_70K
ZF-0130,25-34,West_India,Metro,Homemaker,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Not_Very_Confident,Very_Conscious,Festival_Only,Local_Retail,YouTube,Influencer_Rec,Buy2_Get1_Bundle,1,1,0,1,0,0,0,0,Georgette_Chiffon,Bold_Prints,Below_20K
ZF-0131,35-44,East_India,Rural,Student,Fusion_Lover,Price_Irrelevant,Loyal_But_Open,Very_Confident,Neutral,Monthly_Plus,Online_Marketplace,Instagram_Reels,COD_Available,Festival_Sale,1,1,0,1,0,0,1,1,Pure_Cotton,Bold_Prints,20K_40K
ZF-0132,18-24,North_East_India,Tier_3,Student,Fusion_Lover,Balanced,Very_Loyal_One_Brand,Fairly_Confident,Not_Important,Every_2_3_Months,Social_Commerce,WhatsApp_Family,First_Order_Discount,Free_Shipping,1,0,1,1,1,0,1,1,Chanderi,Bright_Vibrant,20K_40K
ZF-0133,25-34,North_India,Tier_2,Salaried_Private,Fusion_Lover,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Social_Commerce,YouTube,Influencer_Rec,Buy2_Get1_Bundle,1,1,1,1,1,1,0,1,Pure_Cotton,Neutrals,Below_20K
ZF-0134,35-44,Central_India,Tier_2,Homemaker,Fusion_Lover,Balanced,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Every_6_Months,Local_Retail,Word_of_Mouth,Customer_Reviews,Free_Shipping,1,1,1,0,0,0,1,0,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0135,35-44,South_India,Tier_2,Salaried_Govt,Comfort_First,Balanced,Very_Loyal_One_Brand,Fairly_Confident,Neutral,Every_6_Months,Brand_Website,Word_of_Mouth,COD_Available,Festival_Sale,1,0,1,0,1,1,1,0,Silk_Banarasi,Bright_Vibrant,20K_40K
ZF-0136,35-44,South_India,Tier_3,Student,Trend_First,Extremely_Price_Sensitive,Multi_Brand_Shopper,Very_Confident,Somewhat_Conscious,Every_6_Months,Social_Commerce,Instagram_Reels,Customer_Reviews,Flat_Percent_Off,1,0,1,0,1,0,0,1,Pure_Cotton,Pastels,Below_20K
ZF-0137,18-24,North_India,Metro,Student,Trend_First,Quality_Over_Price,Loyal_But_Open,Very_Confident,Neutral,Every_6_Months,Online_Marketplace,Instagram_Reels,Customer_Reviews,Flat_Percent_Off,1,0,1,0,1,0,0,1,Pure_Cotton,Pastels,20K_40K
ZF-0138,35-44,North_India,Rural,Salaried_Govt,Deeply_Traditional,Balanced,Multi_Brand_Shopper,Very_Confident,Neutral,Every_6_Months,Social_Commerce,WhatsApp_Family,Customer_Reviews,Loyalty_Cashback,1,1,0,1,1,1,1,0,Georgette_Chiffon,Bright_Vibrant,40K_70K
ZF-0139,25-34,West_India,Tier_3,Salaried_Private,Comfort_First,Extremely_Price_Sensitive,Loyal_But_Open,Very_Confident,Not_Important,Monthly_Plus,Local_Retail,Walk_In_Store,Free_Return_Policy,Personalised_Offer,1,1,0,1,0,1,0,0,Chanderi,Bright_Vibrant,
ZF-0140,25-34,North_India,Tier_2,Salaried_Private,Occasion_Driven,Price_Conscious,Multi_Brand_Shopper,Neutral,Neutral,Every_6_Months,Local_Retail,Walk_In_Store,Influencer_Rec,Festival_Sale,1,1,1,0,1,0,0,0,Pure_Cotton,Dark_Tones,
ZF-0141,25-34,South_India,Tier_2,Student,Fusion_Lover,Extremely_Price_Sensitive,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Brand_Website,Word_of_Mouth,Friend_Wore_It,Flat_Percent_Off,1,1,1,1,0,0,1,1,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0142,18-24,West_India,Tier_2,Salaried_Private,Fusion_Lover,Extremely_Price_Sensitive,Loyal_But_Open,Fairly_Confident,Very_Conscious,Every_2_3_Months,Local_Retail,Instagram_Reels,Friend_Wore_It,Free_Shipping,1,0,1,1,1,0,0,1,Georgette_Chiffon,Bright_Vibrant,
ZF-0143,18-24,North_India,Metro,Homemaker,Deeply_Traditional,Price_Conscious,Multi_Brand_Shopper,Very_Confident,Neutral,Festival_Only,Local_Retail,Instagram_Reels,Customer_Reviews,Free_Shipping,0,1,0,0,0,0,1,1,Silk_Banarasi,Jewel_Tones,70K_120K
ZF-0144,45-54,West_India,Tier_2,Salaried_Private,Comfort_First,Balanced,Very_Loyal_One_Brand,Fairly_Confident,Not_Important,Festival_Only,Local_Retail,Online_Marketplace,Customer_Reviews,Personalised_Offer,1,1,0,0,0,0,1,0,Chanderi,Pastels,20K_40K
ZF-0145,25-34,South_India,Tier_3,Salaried_Govt,Deeply_Traditional,Balanced,Multi_Brand_Shopper,Neutral,Neutral,Festival_Only,Brand_Website,Instagram_Reels,Influencer_Rec,Free_Shipping,1,1,0,0,0,0,1,0,Pure_Cotton,Pastels,20K_40K
ZF-0146,18-24,West_India,Metro,Student,Fusion_Lover,Balanced,No_Brand_Preference,Very_Confident,Neutral,Monthly_Plus,Local_Retail,Instagram_Reels,Influencer_Rec,Free_Shipping,1,0,1,1,0,0,0,0,Rayon_Viscose,Pastels,20K_40K
ZF-0147,25-34,Central_India,Tier_2,Salaried_Private,Trend_First,Balanced,No_Brand_Preference,Very_Confident,Very_Conscious,Monthly_Plus,Online_Marketplace,Online_Marketplace,Free_Return_Policy,Buy2_Get1_Bundle,0,1,1,0,0,0,0,0,Chanderi,Jewel_Tones,40K_70K
ZF-0148,18-24,North_East_India,Tier_2,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Every_6_Months,Weekly_Market,Word_of_Mouth,Real_Customer_Photos,Flat_Percent_Off,1,0,1,1,1,1,0,0,Georgette_Chiffon,Jewel_Tones,
ZF-0149,45-54,East_India,Tier_3,Self_Employed,Deeply_Traditional,Quality_Over_Price,Very_Loyal_One_Brand,Very_Confident,Somewhat_Conscious,Festival_Only,Social_Commerce,Word_of_Mouth,Friend_Wore_It,Personalised_Offer,0,0,1,0,1,1,1,1,Silk_Banarasi,Neutrals,70K_120K
ZF-0150,25-34,South_India,Tier_3,Homemaker,Culturally_Rooted,Extremely_Price_Sensitive,Loyal_But_Open,Very_Confident,Neutral,Every_2_3_Months,Brand_Website,Instagram_Reels,First_Order_Discount,Flat_Percent_Off,1,1,1,0,1,0,1,0,Silk_Banarasi,Pastels,40K_70K
ZF-0151,35-44,North_India,Metro,Salaried_Private,Culturally_Rooted,Extremely_Price_Sensitive,Multi_Brand_Shopper,Very_Confident,Neutral,Every_2_3_Months,Mall_Store,Instagram_Reels,Customer_Reviews,Free_Shipping,1,0,1,1,1,0,1,0,Chanderi,Pastels,70K_120K
ZF-0152,35-44,North_India,Tier_2,Student,Trend_First,Balanced,Multi_Brand_Shopper,Very_Confident,Very_Conscious,Every_2_3_Months,Online_Marketplace,Walk_In_Store,First_Order_Discount,Buy2_Get1_Bundle,0,0,0,0,1,1,0,1,Rayon_Viscose,Neutrals,40K_70K
ZF-0153,25-34,West_India,Tier_3,Retired,Deeply_Traditional,Balanced,Loyal_But_Open,Neutral,Neutral,Every_6_Months,Local_Retail,WhatsApp_Family,Friend_Wore_It,Flat_Percent_Off,1,1,1,0,1,1,0,0,Pure_Cotton,Jewel_Tones,40K_70K
ZF-0154,25-34,East_India,Tier_2,Salaried_Govt,Comfort_First,Price_Conscious,Loyal_But_Open,Very_Confident,Not_Important,Every_6_Months,Online_Marketplace,Word_of_Mouth,Friend_Wore_It,Flat_Percent_Off,1,1,1,0,0,0,0,0,Pure_Cotton,Dark_Tones,40K_70K
ZF-0155,35-44,North_India,Rural,Homemaker,Culturally_Rooted,Price_Conscious,Loyal_But_Open,Fairly_Confident,Neutral,Festival_Only,Local_Retail,WhatsApp_Family,Customer_Reviews,Free_Shipping,0,1,0,0,1,0,1,0,Silk_Banarasi,Bright_Vibrant,Below_20K
ZF-0156,55+,North_India,Tier_2,Salaried_Govt,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Not_Confident_At_All,Somewhat_Conscious,Rarely,Local_Retail,WhatsApp_Family,Friend_Wore_It,Festival_Sale,0,1,0,1,1,1,1,0,Rayon_Viscose,Neutrals,20K_40K
ZF-0157,45-54,South_India,Metro,Salaried_Govt,Comfort_First,Price_Conscious,No_Brand_Preference,Neutral,Not_Important,Every_2_3_Months,Brand_Website,WhatsApp_Family,Friend_Wore_It,Festival_Sale,1,1,1,0,1,0,1,0,Pure_Cotton,Dark_Tones,Below_20K
ZF-0158,55+,North_East_India,Metro,Salaried_Govt,Fusion_Lover,Price_Conscious,Very_Loyal_One_Brand,Neutral,Very_Conscious,Festival_Only,Local_Retail,WhatsApp_Family,Friend_Wore_It,Festival_Sale,0,1,1,0,1,0,1,0,Silk_Banarasi,Bold_Prints,40K_70K
ZF-0159,45-54,South_India,Metro,Salaried_Private,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Not_Important,Festival_Only,Local_Retail,WhatsApp_Family,Free_Return_Policy,Flat_Percent_Off,1,1,0,0,1,1,1,0,Pure_Cotton,Neutrals,40K_70K
ZF-0160,35-44,Central_India,Tier_3,Self_Employed,Culturally_Rooted,Balanced,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,Customer_Reviews,Festival_Sale,1,1,0,0,1,0,0,1,Silk_Banarasi,Jewel_Tones,Above_120K
ZF-0161,25-34,West_India,Tier_2,Salaried_Private,Fusion_Lover,Balanced,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Brand_Website,Instagram_Reels,Free_Return_Policy,Free_Shipping,1,0,1,1,1,0,1,0,Linen,Jewel_Tones,Below_20K
ZF-0162,35-44,West_India,Rural,Salaried_Private,Culturally_Rooted,Price_Conscious,No_Brand_Preference,Fairly_Confident,Neutral,Rarely,Local_Retail,WhatsApp_Family,Friend_Wore_It,Festival_Sale,1,1,1,1,0,1,1,1,Rayon_Viscose,Bold_Prints,20K_40K
ZF-0163,25-34,North_India,Tier_2,Salaried_Private,Occasion_Driven,Extremely_Price_Sensitive,Loyal_But_Open,Fairly_Confident,Somewhat_Conscious,Rarely,Social_Commerce,Instagram_Reels,Customer_Reviews,Personalised_Offer,1,1,1,0,0,0,1,0,Pure_Cotton,Jewel_Tones,40K_70K
ZF-0164,45-54,West_India,Metro,Homemaker,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Neutral,Neutral,Every_2_3_Months,Social_Commerce,TV_Print,Friend_Wore_It,Buy2_Get1_Bundle,0,0,1,1,0,1,0,1,Linen,Jewel_Tones,20K_40K
ZF-0165,25-34,North_India,Tier_2,Self_Employed,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Very_Confident,Very_Conscious,Rarely,Social_Commerce,Instagram_Reels,Detailed_Size_Guide,Personalised_Offer,1,1,1,0,0,1,0,1,Linen,Neutrals,70K_120K
ZF-0166,18-24,South_India,Tier_3,Retired,Occasion_Driven,Quality_Over_Price,Loyal_But_Open,Fairly_Confident,Not_Important,Festival_Only,Social_Commerce,TV_Print,Influencer_Rec,Free_Shipping,1,1,0,0,1,1,1,1,Chanderi,Dark_Tones,Below_20K
ZF-0167,25-34,East_India,Tier_2,Self_Employed,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Neutral,Somewhat_Conscious,Every_2_3_Months,Social_Commerce,WhatsApp_Family,COD_Available,Buy2_Get1_Bundle,1,1,0,0,1,1,1,0,Pure_Cotton,Pastels,40K_70K
ZF-0168,18-24,North_India,Tier_2,Student,Comfort_First,Balanced,Loyal_But_Open,Fairly_Confident,Not_Important,Monthly_Plus,Social_Commerce,Instagram_Reels,Influencer_Rec,Free_Shipping,0,1,1,0,1,0,0,0,Rayon_Viscose,Pastels,Below_20K
ZF-0169,45-54,North_India,Tier_3,Self_Employed,Culturally_Rooted,Price_Irrelevant,Multi_Brand_Shopper,Fairly_Confident,Neutral,Festival_Only,Social_Commerce,TV_Print,Friend_Wore_It,Festival_Sale,1,1,1,1,0,1,0,0,Chanderi,Bright_Vibrant,40K_70K
ZF-0170,45-54,South_India,Tier_2,Self_Employed,Fusion_Lover,Balanced,No_Brand_Preference,Very_Confident,Somewhat_Conscious,Every_6_Months,Local_Retail,YouTube,COD_Available,Free_Shipping,1,1,0,0,1,1,1,0,Rayon_Viscose,Bright_Vibrant,40K_70K
ZF-0171,45-54,East_India,Metro,Salaried_Private,Occasion_Driven,Extremely_Price_Sensitive,No_Brand_Preference,Neutral,Neutral,Every_6_Months,Online_Marketplace,Online_Marketplace,Friend_Wore_It,Free_Shipping,0,0,1,0,0,1,0,0,Georgette_Chiffon,Jewel_Tones,40K_70K
ZF-0172,25-34,East_India,Tier_3,Retired,Trend_First,Price_Irrelevant,Very_Loyal_One_Brand,Very_Confident,Neutral,Monthly_Plus,Local_Retail,Word_of_Mouth,Friend_Wore_It,Loyalty_Cashback,0,0,0,1,1,0,0,1,Chanderi,Pastels,40K_70K
ZF-0173,35-44,North_India,Metro,Salaried_Govt,Fusion_Lover,Quality_Over_Price,No_Brand_Preference,Very_Confident,Somewhat_Conscious,Festival_Only,Online_Marketplace,WhatsApp_Family,Customer_Reviews,Buy2_Get1_Bundle,1,1,0,0,0,0,1,1,Pure_Cotton,Neutrals,70K_120K
ZF-0174,18-24,South_India,Tier_3,Student,Trend_First,Extremely_Price_Sensitive,Loyal_But_Open,Not_Very_Confident,Very_Conscious,Every_6_Months,Online_Marketplace,YouTube,First_Order_Discount,Festival_Sale,1,0,1,1,1,0,1,1,Pure_Cotton,Pastels,40K_70K
ZF-0175,25-34,North_India,Rural,Homemaker,Trend_First,Balanced,Multi_Brand_Shopper,Not_Confident_At_All,Somewhat_Conscious,Every_6_Months,Local_Retail,WhatsApp_Family,Influencer_Rec,Festival_Sale,1,0,0,1,0,0,0,1,Georgette_Chiffon,Pastels,40K_70K
ZF-0176,18-24,Central_India,Tier_2,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Very_Confident,Not_Important,Festival_Only,Local_Retail,Word_of_Mouth,Detailed_Size_Guide,Flat_Percent_Off,1,1,0,0,0,0,0,0,Rayon_Viscose,Pastels,40K_70K
ZF-0177,45-54,Central_India,Tier_3,Salaried_Govt,Deeply_Traditional,Quality_Over_Price,Very_Loyal_One_Brand,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Mall_Store,Online_Marketplace,Customer_Reviews,Buy2_Get1_Bundle,0,1,0,1,0,0,1,0,Georgette_Chiffon,Bold_Prints,Below_20K
ZF-0178,45-54,South_India,Tier_2,Salaried_Private,Trend_First,Quality_Over_Price,No_Brand_Preference,Very_Confident,Very_Conscious,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,Real_Customer_Photos,Festival_Sale,1,1,0,0,0,0,0,0,Pure_Cotton,Bright_Vibrant,70K_120K
